n,q,width,depth,tc,td,h,cnot
9,8,18,769,376,120,128,724
9,8,18,769,376,120,128,724
9,8,16,567,281,89,96,541
9,8,16,577,288,92,98,548
9,8,18,759,369,117,126,717
9,8,18,769,376,120,128,724
9,8,18,769,376,120,128,724
9,8,16,567,281,89,96,541
9,8,18,769,376,120,128,724
9,8,18,759,369,117,126,717
9,8,18,732,348,108,120,696
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,16,567,281,89,96,541
9,8,16,567,281,89,96,541
9,8,18,759,369,117,126,717
9,8,16,567,281,89,96,541
9,8,18,742,355,111,122,703
9,8,16,567,281,89,96,541
9,8,16,567,281,89,96,541
9,8,18,759,369,117,126,717
9,8,18,732,348,108,120,696
9,8,18,732,348,108,120,696
9,8,16,567,281,89,96,541
9,8,18,732,348,108,120,696
9,8,18,732,348,108,120,696
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,16,567,281,89,96,541
9,8,18,769,376,120,128,724
9,8,16,567,281,89,96,541
9,8,16,550,267,83,92,527
9,8,16,540,260,80,90,520
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,16,567,281,89,96,541
9,8,18,732,348,108,120,696
9,8,18,760,369,117,126,718
9,8,16,567,281,89,96,541
9,8,18,759,369,117,126,717
9,8,18,732,348,108,120,696
9,8,16,567,281,89,96,541
9,8,16,567,281,89,96,541
9,8,18,759,369,117,126,717
9,8,16,567,281,89,96,541
9,8,16,577,288,92,98,548
9,8,16,577,288,92,98,548
9,8,18,769,376,120,128,724
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,769,376,120,128,724
9,8,16,567,281,89,96,541
9,8,16,567,281,89,96,541
9,8,18,769,376,120,128,724
9,8,18,769,376,120,128,724
9,8,18,769,376,120,128,724
9,8,18,759,369,117,126,717
9,8,16,577,288,92,98,548
9,8,18,742,355,111,122,703
9,8,18,769,376,120,128,724
9,8,16,567,281,89,96,541
9,8,16,577,288,92,98,548
9,8,18,769,376,120,128,724
9,8,16,577,288,92,98,548
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,760,369,117,126,718
9,8,18,759,369,117,126,717
9,8,16,567,281,89,96,541
9,8,16,577,288,92,98,548
9,8,18,759,369,117,126,717
9,8,18,769,376,120,128,724
9,8,16,567,281,89,96,541
9,8,16,567,281,89,96,541
9,8,16,550,267,83,92,527
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,732,348,108,120,696
9,8,18,742,355,111,122,703
9,8,18,732,348,108,120,696
9,8,18,759,369,117,126,717
9,8,18,732,348,108,120,696
9,8,18,759,369,117,126,717
9,8,18,732,348,108,120,696
9,8,18,769,376,120,128,724
9,8,18,759,369,117,126,717
9,8,18,769,376,120,128,724
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,16,577,288,92,98,548
9,8,18,759,369,117,126,717
9,8,18,760,369,117,126,718
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,769,376,120,128,724
9,8,18,732,348,108,120,696
9,8,16,567,281,89,96,541
9,8,16,577,288,92,98,548
9,8,18,769,376,120,128,724
9,8,18,759,369,117,126,717
9,8,16,577,288,92,98,548
9,8,16,567,281,89,96,541
9,8,18,732,348,108,120,696
9,8,18,759,369,117,126,717
9,8,16,567,281,89,96,541
9,8,16,567,281,89,96,541
9,8,18,759,369,117,126,717
9,8,18,732,348,108,120,696
9,8,18,759,369,117,126,717
9,8,18,769,376,120,128,724
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,769,376,120,128,724
9,8,18,759,369,117,126,717
9,8,16,567,281,89,96,541
9,8,18,732,348,108,120,696
9,8,18,732,348,108,120,696
9,8,18,759,369,117,126,717
9,8,18,732,348,108,120,696
9,8,18,759,369,117,126,717
9,8,18,742,355,111,122,703
9,8,16,567,281,89,96,541
9,8,18,759,369,117,126,717
9,8,16,567,281,89,96,541
9,8,18,759,369,117,126,717
9,8,18,742,355,111,122,703
9,8,18,759,369,117,126,717
9,8,16,567,281,89,96,541
9,8,18,732,348,108,120,696
9,8,16,577,288,92,98,548
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,732,348,108,120,696
9,8,16,567,281,89,96,541
9,8,18,759,369,117,126,717
9,8,16,577,288,92,98,548
9,8,16,550,267,83,92,527
9,8,16,567,281,89,96,541
9,8,18,732,348,108,120,696
9,8,18,759,369,117,126,717
9,8,18,769,376,120,128,724
9,8,18,769,376,120,128,724
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,732,348,108,120,696
9,8,18,769,376,120,128,724
9,8,18,732,348,108,120,696
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,16,577,288,92,98,548
9,8,18,759,369,117,126,717
9,8,16,577,288,92,98,548
9,8,18,742,355,111,122,703
9,8,18,759,369,117,126,717
9,8,16,567,281,89,96,541
9,8,18,760,369,117,126,718
9,8,18,732,348,108,120,696
9,8,16,567,281,89,96,541
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,16,540,260,80,90,520
9,8,18,759,369,117,126,717
9,8,16,540,260,80,90,520
9,8,18,759,369,117,126,717
9,8,18,732,348,108,120,696
9,8,16,567,281,89,96,541
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,16,577,288,92,98,548
9,8,16,567,281,89,96,541
9,8,18,769,376,120,128,724
9,8,18,769,376,120,128,724
9,8,16,550,267,83,92,527
9,8,18,769,376,120,128,724
9,8,18,759,369,117,126,717
9,8,18,732,348,108,120,696
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,16,567,281,89,96,541
9,8,18,769,376,120,128,724
9,8,16,577,288,92,98,548
9,8,18,742,355,111,122,703
9,8,18,769,376,120,128,724
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,769,376,120,128,724
9,8,18,759,369,117,126,717
9,8,18,769,376,120,128,724
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,769,376,120,128,724
9,8,18,732,348,108,120,696
9,8,18,760,369,117,126,718
9,8,18,759,369,117,126,717
9,8,16,567,281,89,96,541
9,8,18,759,369,117,126,717
9,8,18,732,348,108,120,696
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,16,567,281,89,96,541
9,8,18,769,376,120,128,724
9,8,16,577,288,92,98,548
9,8,18,732,348,108,120,696
9,8,18,769,376,120,128,724
9,8,18,769,376,120,128,724
9,8,16,540,260,80,90,520
9,8,16,567,281,89,96,541
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,16,567,281,89,96,541
9,8,18,759,369,117,126,717
9,8,18,769,376,120,128,724
9,8,18,759,369,117,126,717
9,8,18,732,348,108,120,696
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,732,348,108,120,696
9,8,18,759,369,117,126,717
9,8,16,567,281,89,96,541
9,8,18,732,348,108,120,696
9,8,18,759,369,117,126,717
9,8,18,769,376,120,128,724
9,8,16,567,281,89,96,541
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,16,577,288,92,98,548
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,16,577,288,92,98,548
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,769,376,120,128,724
9,8,16,567,281,89,96,541
9,8,16,577,288,92,98,548
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,732,348,108,120,696
9,8,18,769,376,120,128,724
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,16,577,288,92,98,548
9,8,16,567,281,89,96,541
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,16,577,288,92,98,548
9,8,16,567,281,89,96,541
9,8,16,550,267,83,92,527
9,8,18,759,369,117,126,717
9,8,18,732,348,108,120,696
9,8,16,567,281,89,96,541
9,8,16,567,281,89,96,541
9,8,18,759,369,117,126,717
9,8,18,732,348,108,120,696
9,8,18,732,348,108,120,696
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,16,567,281,89,96,541
9,8,16,567,281,89,96,541
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,16,567,281,89,96,541
9,8,18,759,369,117,126,717
9,8,18,732,348,108,120,696
9,8,18,742,355,111,122,703
9,8,18,732,348,108,120,696
9,8,18,742,355,111,122,703
9,8,18,759,369,117,126,717
9,8,16,567,281,89,96,541
9,8,18,759,369,117,126,717
9,8,16,567,281,89,96,541
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,769,376,120,128,724
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,16,567,281,89,96,541
9,8,18,759,369,117,126,717
9,8,16,567,281,89,96,541
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,16,540,260,80,90,520
9,8,16,540,260,80,90,520
9,8,18,759,369,117,126,717
9,8,18,742,355,111,122,703
9,8,18,759,369,117,126,717
9,8,16,577,288,92,98,548
9,8,18,769,376,120,128,724
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,18,759,369,117,126,717
9,8,16,567,281,89,96,541
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,18,732,348,108,120,696
10,9,18,732,348,108,120,696
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,962,455,143,156,903
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,18,732,348,108,120,696
10,9,20,952,448,140,154,896
10,9,18,732,348,108,120,696
10,9,20,979,469,149,160,917
10,9,18,732,348,108,120,696
10,9,18,732,348,108,120,696
10,9,18,769,376,120,128,724
10,9,20,952,448,140,154,896
10,9,18,732,348,108,120,696
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,989,476,152,162,924
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,953,448,140,154,897
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,18,732,348,108,120,696
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,18,759,369,117,126,717
10,9,18,732,348,108,120,696
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,989,476,152,162,924
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,18,732,348,108,120,696
10,9,18,759,369,117,126,717
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,18,759,369,117,126,717
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,18,732,348,108,120,696
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,18,759,369,117,126,717
10,9,20,989,476,152,162,924
10,9,20,989,476,152,162,924
10,9,20,962,455,143,156,903
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,18,732,348,108,120,696
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,18,732,348,108,120,696
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,18,732,348,108,120,696
10,9,18,732,348,108,120,696
10,9,18,732,348,108,120,696
10,9,18,732,348,108,120,696
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,18,732,348,108,120,696
10,9,20,979,469,149,160,917
10,9,18,732,348,108,120,696
10,9,20,979,469,149,160,917
10,9,20,989,476,152,162,924
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,18,680,320,100,110,640
10,9,20,989,476,152,162,924
10,9,20,962,455,143,156,903
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,18,732,348,108,120,696
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,18,759,369,117,126,717
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,18,732,348,108,120,696
10,9,20,952,448,140,154,896
10,9,20,962,455,143,156,903
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,18,732,348,108,120,696
10,9,20,979,469,149,160,917
10,9,18,759,369,117,126,717
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,18,769,376,120,128,724
10,9,20,979,469,149,160,917
10,9,18,759,369,117,126,717
10,9,18,759,369,117,126,717
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,18,732,348,108,120,696
10,9,18,732,348,108,120,696
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,900,420,132,144,840
10,9,20,989,476,152,162,924
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,900,420,132,144,840
10,9,18,759,369,117,126,717
10,9,18,759,369,117,126,717
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,18,759,369,117,126,717
10,9,20,952,448,140,154,896
10,9,18,759,369,117,126,717
10,9,20,952,448,140,154,896
10,9,18,732,348,108,120,696
10,9,20,952,448,140,154,896
10,9,20,989,476,152,162,924
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,989,476,152,162,924
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,962,455,143,156,903
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,18,732,348,108,120,696
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,18,759,369,117,126,717
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,18,759,369,117,126,717
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,18,759,369,117,126,717
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,18,759,369,117,126,717
10,9,20,952,448,140,154,896
10,9,18,732,348,108,120,696
10,9,18,732,348,108,120,696
10,9,20,989,476,152,162,924
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,18,759,369,117,126,717
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,18,732,348,108,120,696
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,900,420,132,144,840
10,9,20,979,469,149,160,917
10,9,18,759,369,117,126,717
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,900,420,132,144,840
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,18,759,369,117,126,717
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,962,455,143,156,903
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,989,476,152,162,924
10,9,18,732,348,108,120,696
10,9,20,979,469,149,160,917
10,9,20,900,420,132,144,840
10,9,20,989,476,152,162,924
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,18,759,369,117,126,717
10,9,20,952,448,140,154,896
10,9,18,732,348,108,120,696
10,9,20,900,420,132,144,840
10,9,18,759,369,117,126,717
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,962,455,143,156,903
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,18,759,369,117,126,717
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,18,759,369,117,126,717
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,900,420,132,144,840
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,18,759,369,117,126,717
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,18,759,369,117,126,717
10,9,18,759,369,117,126,717
10,9,20,979,469,149,160,917
10,9,18,759,369,117,126,717
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,18,769,376,120,128,724
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,18,732,348,108,120,696
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,927,441,141,150,861
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,18,732,348,108,120,696
10,9,20,979,469,149,160,917
10,9,18,759,369,117,126,717
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,989,476,152,162,924
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,18,759,369,117,126,717
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,18,732,348,108,120,696
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,18,732,348,108,120,696
10,9,18,732,348,108,120,696
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,18,759,369,117,126,717
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,989,476,152,162,924
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,18,732,348,108,120,696
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,18,759,369,117,126,717
10,9,20,979,469,149,160,917
10,9,18,759,369,117,126,717
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,989,476,152,162,924
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,18,732,348,108,120,696
10,9,20,962,455,143,156,903
10,9,20,979,469,149,160,917
10,9,18,732,348,108,120,696
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,18,732,348,108,120,696
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,18,759,369,117,126,717
10,9,18,759,369,117,126,717
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,18,732,348,108,120,696
10,9,20,979,469,149,160,917
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,952,448,140,154,896
10,9,20,979,469,149,160,917
10,9,20,979,469,149,160,917
